npi,fraud_label,nppes_provider_gender,provider_type,line_srvc_cnt,bene_unique_cnt,bene_day_srvc_cnt,average_Medicare_allowed_amt,average_submitted_chrg_amt,average_Medicare_payment_amt,average_Medicare_standard_amt
1285651638,0,-1,62,27.0,24.0,27.0,12.185925926,100.96259259,11.944814815,16.547777778
1285651638,0,1,62,870.0,651.0,870.0,8.87,47.51,8.680011494299999,8.69
1285651638,0,1,62,72.0,61.0,72.0,19.45,126.0,19.06,19.06
1285651638,0,1,62,453.0,338.0,453.0,23.24,232.65,22.78,22.78
1285651638,0,1,62,147.0,117.0,137.0,13.5,160.0,13.23,13.23
1285651638,0,1,62,68.0,61.0,67.0,3.775,37.0,3.7004411765,3.7004411765
1285651638,0,1,62,713.0,462.0,713.0,5.5236325386,37.0,5.4147265077,5.4147265077
1285651638,0,1,62,892.0,666.0,892.0,4.71,35.0,4.6044618834,4.6148206278
1285651638,0,-1,62,646.0,282.0,645.0,3.25,35.0,3.18,3.1899226006
1285651638,0,1,62,638.0,269.0,637.0,3.25,35.0,3.18,3.1899216301
1285651638,0,-1,62,36458.0,11361.0,36375.0,10.659821713,38.0,10.429780569,10.447420318999999
1285651638,0,1,62,6086.0,3730.0,6080.0,8.87,38.0,8.676279986900001,8.6885721328
1285651638,0,1,62,139.0,99.0,139.0,5.48,43.0,5.37,5.37
1285651638,0,1,62,32.0,20.0,32.0,6.14,35.0,6.02,6.02
1285651638,0,1,62,32.0,29.0,32.0,12.77,233.0,12.51,13.68
1285651638,0,-1,62,18812.0,1484.0,18767.0,5.39,36.63,5.28,5.28
1285651638,0,-1,62,915.0,471.0,915.0,4.87,41.0,4.77,4.77
1285651638,0,1,62,186.0,150.0,185.0,8.24,81.18,8.08,8.08
1285651638,0,1,62,85.0,75.0,85.0,16.58,100.0,16.25,16.25
1285651638,0,-1,62,657.0,348.0,657.0,7.1,84.97412481,6.96,6.96
1285651638,0,1,62,13.0,13.0,13.0,16.46,98.0,16.13,16.13
1285651638,0,-1,62,31.0,12.0,13.0,24.6,124.0,24.109354839,24.109354839
1285651638,0,1,62,42.0,11.0,14.0,16.53,122.0,16.2,16.2
1285651638,0,1,62,20.0,18.0,20.0,20.56,87.0,20.15,20.15
1285651638,0,-1,62,15.0,12.0,15.0,30.65,199.27066667,30.04,30.04
1285651638,0,1,62,70.0,63.0,69.0,7.78,54.0,7.62,7.62
1285651638,0,-1,62,108.0,99.0,107.0,5.86,67.055555556,5.74,5.74
1285651638,0,1,62,33.0,15.0,15.0,11.22,117.0,10.997878788,19.5
1285651638,0,1,62,13.0,13.0,13.0,14.73,87.0,14.44,14.44
1285651638,0,1,62,35.0,35.0,35.0,19.57,113.0,19.18,19.18
1285651638,0,1,62,418.0,198.0,240.0,14.046889952,90.09435406700001,13.735885167000001,13.735885167000001
1285651638,0,1,62,348.0,292.0,344.0,12.95,85.19,12.653534483,12.69
1285651638,0,-1,62,979.0,690.0,959.0,11.82,81.18,11.559897855,11.58
1285651638,0,-1,62,41.0,36.0,41.0,12.99,141.57,12.73,12.73
1285651638,0,-1,62,1267.0,671.0,862.0,11.08,72.75,10.818839779000001,10.86
1285651638,0,-1,62,64.0,51.0,51.0,9.09,77.6875,8.91,8.91
1285651638,0,-1,62,13860.0,6690.0,13828.0,11.069150072000001,98.0,10.844077201,10.85
1285651638,0,-1,62,8728.0,4286.0,7498.0,11.098641155,89.232126489,10.874429422999999,10.88
1285651638,0,-1,62,63.0,59.0,62.0,11.99,33.0,11.75,11.97
1285651638,0,-1,62,9356.0,4496.0,7959.0,11.86,189.13242839,11.613302693,11.62
1285651638,0,1,62,302.0,211.0,282.0,5.86,57.0,5.74,5.74
1285651638,0,1,62,64.0,60.0,63.0,24.66,60.0,24.17,24.17
1285651638,0,1,62,18.0,18.0,18.0,16.44,127.37777778,16.11,16.11
1285651638,0,1,62,34.0,32.0,34.0,14.17,105.0,13.89,13.89
1285651638,0,1,62,25.0,24.0,25.0,16.44,289.0,16.11,16.11
1285651638,0,-1,62,1198.0,752.0,968.0,48.14,139.60767947,47.14061769600001,47.18
1285651638,0,1,62,431.0,397.0,431.0,116.61556845,290.0,114.28779582,114.4
1285651638,0,1,62,464.0,217.0,233.0,16.44,117.07974138,16.11,16.11
1285651638,0,1,62,355.0,298.0,351.0,16.44,180.0,16.064619718,16.11
1285651638,0,-1,62,45.0,40.0,45.0,5.86,58.41,5.74,5.74
1285651638,0,1,62,139.0,139.0,139.0,25.23,166.56834532,24.73,24.73
1285651638,0,1,62,90374.0,13969.0,89460.0,5.0,7.0,4.8942014296,4.8994578087
1285651638,0,1,62,12.0,12.0,12.0,33.03,170.0,32.37,32.37
1285651638,0,1,62,21.0,17.0,21.0,155.7047619,335.71428571,152.59047619,157.77
1285651638,0,-1,62,564499.0,14311.0,91429.0,0.9982485177,2.8202643406,0.9780016085,0.9781146999
1285651638,0,-1,62,259.0,226.0,258.0,9.55003861,18.911621622000002,9.3563706564,9.3563706564
1326091760,0,1,36,95937.4,1468.0,3653.0,8.686320559,12.0,6.8100824079,3.4130603915
1326091760,0,-1,36,376.0,332.0,372.0,258.33914894,600.0,199.29055851,207.99640957
1326091760,0,-1,36,380.0,334.0,378.0,409.453,800.0,318.20934211,332.35713158
1326091760,0,1,36,4045.0,921.0,2627.0,205.63513968,400.0,159.96586897,168.03248455
1326091760,0,-1,36,428.0,337.0,427.0,344.61130841,500.0,266.43705607,283.50392523
1598746919,0,1,60,224.0,114.0,121.0,55.778348214,96.4375,37.704821429,41.101741071
1598746919,0,-1,60,26.0,17.0,18.0,60.975384615,110.69230769,45.801538461999996,47.983461538
1598746919,0,-1,60,34.0,32.0,34.0,76.793235294,156.0,54.883823529,60.35235294100001
1598746919,0,-1,60,331.0,194.0,199.0,56.456435045,104.3776435,40.65244713,43.290483384
1598746919,0,1,60,21.0,20.0,21.0,57.747142857,122.0,38.76,43.142380951999996
1598746919,0,-1,60,173.0,104.0,111.0,41.030693641999996,76.404624277,29.305953756999997,30.846878613
1598746919,0,1,60,41.0,41.0,41.0,88.567317073,110.0,86.796829268,93.293414634
1598746919,0,-1,60,59.0,53.0,59.0,71.585762712,148.0,53.135762711999995,58.133220339
1598746919,0,1,60,491.0,289.0,303.0,51.828513238,96.83503055,37.459348269,39.563258656
1598746919,0,1,60,33.0,18.0,18.0,55.912727273,94.0,37.56,40.423636364000004
1598746919,0,1,60,14.0,13.0,14.0,71.01,140.0,55.67,60.5
1598746919,0,1,60,115.0,66.0,69.0,49.513826087,89.773913043,35.501043478,37.746347826
1598746919,0,1,60,25.0,16.0,16.0,25.1336,43.04,15.6892,15.9848
1598746919,0,1,60,40.0,22.0,22.0,33.84475,58.375,19.929,21.023000000000003
1598746919,0,1,60,82.0,45.0,46.0,19.369146341,29.768292683000002,13.545243902000001,13.610609755999999
1598746919,0,1,60,23.0,23.0,23.0,153.25,252.0,104.47826087,114.77478261
1598746919,0,-1,60,381.0,206.0,209.0,103.00755906,170.85826772,75.61986876600001,82.711863517
1598746919,0,1,60,390.0,209.0,210.0,92.91082051299999,155.81282051,65.383564103,70.485846154
1598746919,0,-1,60,19.0,19.0,19.0,71.01,118.0,55.67,60.5
1598746919,0,1,60,62.0,48.0,48.0,27.137741935,42.951612903000004,21.271774194000002,21.891774194
1598746919,0,1,60,50.0,49.0,50.0,107.68,180.0,82.6746,89.9846
1598746919,0,1,60,263.0,177.0,186.0,49.074524715,80.76045627399999,36.578745247,38.587642586
1598746919,0,-1,60,44.0,43.0,44.0,205.09,342.0,160.79,174.72
1598746919,0,-1,60,208.0,146.0,151.0,89.485432692,146.80769231,69.4625,73.370192308
1598746919,0,1,60,18.0,16.0,16.0,34.315555556,56.777777778,26.902222222,26.324444444
1598746919,0,1,60,30.0,28.0,30.0,151.6,247.73333333,114.88833333,124.92133333
1598746919,0,1,60,197.0,121.0,131.0,75.51857868,124.64467005,57.413959391000006,60.93137055800001
1598746919,0,1,60,83.0,73.0,83.0,91.021686747,153.0,65.61,72.29289156600001
1598746919,0,1,60,282.0,220.0,247.0,31.397978723,50.063829786999996,22.46358156,22.710638298000003
1598746919,0,-1,60,26.0,12.0,13.0,71.340384615,163.5,54.388846154,58.108846154
1598746919,0,1,60,166.0,83.0,86.0,91.47566265100001,175.95783133,64.133915663,68.685481928
1841505153,0,-1,62,51.0,49.0,51.0,11.64627451,504.8,11.415294118,11.415294118
1841505153,0,1,62,363.0,334.0,363.0,13.983305785,903.2,13.67446281,13.704407713
1841505153,0,1,62,111.0,111.0,111.0,5.1311711712,248.8,4.9810810811,5.0312612613
1841505153,0,1,62,6321.0,3866.0,6321.0,61.02,1818.0,59.735836102,78.21
1841505153,0,1,62,123.0,121.0,123.0,8.89,220.75,8.71,8.71
1841505153,0,-1,62,224.0,110.0,112.0,21.26,211.4,20.835,20.835
1841505153,0,1,62,102.0,100.0,102.0,37.28,369.8,36.53,39.8
1841505153,0,1,62,103.0,101.0,103.0,22.36,221.9,21.91,21.91
1841505153,0,1,62,113.0,111.0,113.0,2.5896460177,221.75,2.5398230088,2.5398230088
1841505153,0,1,62,65.0,65.0,65.0,20.68,205.1,20.27,20.27
1841505153,0,1,62,113.0,111.0,113.0,18.65,463.0,18.28,18.28
1841505153,0,-1,62,107.0,105.0,107.0,30.5,302.6,29.89,29.89
1841505153,0,1,62,114.0,110.0,114.0,38.32,380.2,37.55,37.55
1841505153,0,-1,62,54.0,54.0,54.0,18.7,185.4,18.33,18.33
1841505153,0,-1,62,59.0,59.0,59.0,20.17,200.1,19.77,19.77
1841505153,0,-1,62,89.0,88.0,89.0,1.0595505618,98.1,1.0380898876,1.0380898876
1841505153,0,-1,62,60.0,60.0,60.0,20.68,513.5,20.27,20.27
1841505153,0,1,62,115.0,111.0,115.0,25.49,252.9,24.98,24.98
1841505153,0,-1,62,107.0,105.0,107.0,25.4,252.0,24.89,24.89
1841505153,0,1,62,50.0,50.0,50.0,23.14,171.2,22.68,22.68
1841505153,0,1,62,122.0,120.0,122.0,17.76,440.75,17.4,17.4
1841505153,0,1,62,102.0,99.0,101.0,15.68,155.5,15.369901960999998,15.369901960999998
1841505153,0,1,62,53.0,53.0,53.0,8.88,88.1,8.7,8.7
1841505153,0,1,62,123.0,121.0,123.0,2.3431707317,205.5,2.2951219512,2.2951219512
1841505153,0,1,62,123.0,121.0,123.0,9.45,234.5,9.26,9.26
1841505153,0,1,62,112.0,110.0,112.0,17.76,440.75,17.4,17.4
1841505153,0,1,62,21.0,21.0,21.0,46.56,1156.0,45.63,45.63
1841505153,0,1,62,50.0,50.0,50.0,34.05,845.5,33.37,33.37
1841505153,0,1,62,124.0,122.0,124.0,9.19,228.0,9.01,9.01
1841505153,0,1,62,124.0,122.0,124.0,56.62,563.1,55.49,55.49
1841505153,0,1,62,125.0,123.0,125.0,1.84912,161.5,1.81088,1.81096
1841505153,0,1,62,120.0,118.0,120.0,11.58,287.5,11.35,19.61
1841505153,0,1,62,108.0,106.0,108.0,28.62,283.9,28.05,28.05
1841505153,0,-1,62,107.0,105.0,107.0,26.58,263.7,26.05,26.05
1841505153,0,1,62,18.0,18.0,18.0,25.23,250.9,24.73,24.73
1841505153,0,1,62,112.0,109.0,112.0,29.81,296.5,29.21,29.21
1841505153,0,1,62,101.0,99.0,101.0,3.95,98.0,3.87,15.49
1841505153,0,1,62,120.0,115.0,119.0,35.41,351.3,34.7,34.7
1841505153,0,-1,62,139.0,137.0,139.0,22.03,547.0,21.59,21.59
1841505153,0,1,62,141.0,141.0,141.0,12.37,122.7,12.12,12.12
1841505153,0,-1,62,201.0,199.0,201.0,23.05,228.7,22.59,22.59
1841505153,0,1,62,52.0,52.0,52.0,12.63,125.6,12.38,17.16
1841505153,0,-1,62,161.0,158.0,161.0,23.24,230.5,22.78,22.78
1841505153,0,1,62,114.0,112.0,114.0,0.7224561404000001,61.6,0.7080701754000001,0.7081578947
1841505153,0,1,62,101.0,99.0,101.0,28.55,283.2,27.98,27.98
1841505153,0,1,62,387.0,345.0,387.0,10.66,264.75,10.402739018,10.45
1841505153,0,1,62,116.0,114.0,116.0,5.48,136.25,5.37,5.37
1841505153,0,1,62,14.0,14.0,14.0,7.1,176.25,6.96,6.96
1841505153,0,1,62,20.0,20.0,20.0,17.76,176.2,17.4,17.4
1841505153,0,1,62,145.0,141.0,145.0,19.96,198.0,19.56,19.56
1841505153,0,-1,62,7555.0,4542.0,7555.0,117.64529848,2398.2,115.15358306,115.3
1841505153,0,-1,62,27.0,25.0,27.0,160.99,3689.7,157.77,157.77
1518387760,0,-1,60,13.0,13.0,13.0,135.89,320.0,90.576153846,78.32
1518387760,0,-1,60,27.0,27.0,27.0,141.79,160.0,107.04296296,93.474814815
1518387760,0,1,60,11.0,11.0,11.0,131.19,160.0,102.85,89.75
1518387760,0,1,60,91.0,91.0,91.0,243.16142857,349.45054945,183.92604396,159.93637363
1518387760,0,-1,60,92.0,92.0,92.0,197.5575,320.0,154.34489130000003,134.00282609
1518387760,0,1,60,52.0,52.0,52.0,302.96,350.0,237.52,205.12
1518387760,0,1,60,73.0,73.0,73.0,185.8609589,270.0,145.06479452,125.59095890000002
1518387760,0,1,60,14.0,14.0,14.0,724.38,900.0,567.91,494.92
1518387760,0,1,60,76.0,76.0,76.0,378.09,800.0,252.505,213.53473684
1518387760,0,1,60,107.0,107.0,107.0,475.01,800.0,329.08570093,281.09252336
1518387760,0,1,60,83.0,83.0,83.0,422.43,700.0,288.37289157,244.46289157
1518387760,0,1,60,90.0,90.0,90.0,335.99,450.0,203.77566667,177.83566667
1396070603,0,-1,60,31.0,31.0,31.0,302.96,315.0,236.0516129,203.6516129
1396070603,0,1,60,29.0,29.0,29.0,181.91,235.0,142.62,123.59
1396070603,0,1,60,30.0,30.0,30.0,335.99,350.0,263.14966667,237.20966667
1306240171,0,1,62,2824.0,1054.0,2824.0,79.81,239.68020892,78.21,78.21
1306240171,0,-1,62,26.0,26.0,26.0,113.57,231.48,111.3,115.3
1306240171,0,1,62,1033.0,240.0,1033.0,155.42,466.26,152.31,157.60086157
1306240171,0,-1,62,1529.0,460.0,1529.0,197.17008502,588.97228254,193.22188358,200.11837148
1306240171,0,1,62,1429.0,764.0,1429.0,243.61514346,734.86461861,238.74440868,247.28926522
1023230562,0,-1,36,28062.9,505.0,1304.0,8.8370596054,13.687419689,6.9231797141,4.2816127343
1023230562,0,1,36,145.0,131.0,144.0,410.08213793,1150.0,319.61537931,332.72241379
1023230562,0,1,36,1370.0,192.0,800.0,197.76750365,725.0,154.10810949,168.0649708
1023230562,0,1,36,380.0,288.0,373.0,345.27178947,725.0,259.52747368,275.63097368
1558707331,0,-1,36,7942.8,416.0,1410.0,7.0542554263,11.996978396,5.5257566601,16.864727804
1558707331,0,1,36,1664.0,240.0,933.0,225.56533654,500.0,174.2754387,166.71406851
1558707331,0,1,36,490.0,257.0,490.0,383.35,750.0,295.87179592,282.56202041
1124292966,1,1,24,90.0,40.0,89.0,67.20144444399999,153.33333333,50.587,46.378444443999996
1124292966,1,1,24,52.0,14.0,50.0,28.34,175.0,22.219615385,20.297307692
1124292966,1,1,24,429.0,68.0,429.0,153.52792541,398.83449883,119.59972028,108.85871795
1124292966,1,1,24,464.0,48.0,226.0,31.52,201.50862069,24.663900862,22.459116379
1124292966,1,1,24,37.0,37.0,37.0,178.41,400.0,127.75,118.66891892
1124292966,1,1,24,33.0,33.0,33.0,224.34,450.0,165.61363636,153.76363636
1124292966,1,1,24,244.0,144.0,244.0,79.63,180.28688525,58.259959016,54.101393443
1124292966,1,1,24,456.0,199.0,456.0,116.86,229.67105263,85.80708333300001,80.349736842
1124292966,1,1,24,68.0,34.0,66.0,5.8575,20.073529412,4.5301470588,4.5301470588
1124292966,1,1,24,13446.0,16.0,64.0,24.686372155,42.629778373,19.337189499,19.33719173
1124292966,1,1,24,13890.0,36.0,199.0,84.729398848,126.22030238,66.267401728,66.267401728
1679754725,0,1,28,30.0,22.0,30.0,74.28,222.0,57.07,57.39
1679754725,0,1,28,25.0,25.0,25.0,211.71,625.0,156.4508,157.704
1679754725,0,1,28,234.0,111.0,234.0,110.09,325.96581197,78.554444444,79.146367521
1679754725,0,1,28,76.0,47.0,76.0,148.24,436.0,110.90263158,111.76921053
1679754725,0,1,28,15.0,15.0,15.0,74.9,220.0,57.55,57.96
1679754725,0,1,28,22.0,21.0,22.0,190.97,563.0,146.73,147.72
1679754725,0,1,28,15.0,14.0,15.0,140.69,419.0,108.09,108.89
1679754725,0,1,28,252.0,217.0,252.0,208.36,617.0,159.58972222,160.70503968
1679754725,0,1,28,1674.0,169.0,1674.0,74.22,218.57043011,57.03,57.4
1679754725,0,1,28,934.0,297.0,934.0,107.3,315.0,82.44,83.01
1679754725,0,1,28,43.0,41.0,43.0,110.56,325.0,84.95,85.54
1679754725,0,1,28,34.0,26.0,34.0,229.75,679.0,176.52,177.83
1679754725,0,1,28,115.0,28.0,115.0,43.24,150.0,33.22,33.48
1003127655,1,1,0,617.0,499.0,617.0,219.94471637,332.46353323,170.91858995,160.5012966
1003127655,1,1,0,249.0,17.0,249.0,42.570080321,69.899598394,33.024417671,30.899317269
1003127655,1,1,0,1220.0,235.0,1220.0,78.414213115,120.0,61.340196721000005,57.327827869
1003127655,1,1,0,754.0,434.0,754.0,113.28498674,172.59018568,88.61131299700001,83.092427056
1003127655,1,1,0,543.0,448.0,543.0,117.85232044,188.17679558,91.907495396,85.472412523
1003127655,1,1,0,414.0,316.0,414.0,181.88743961,273.82850242,139.7552657,130.29869565
1003127655,1,1,0,658.0,218.0,658.0,100.25990881,141.79331307,77.022340426,71.121276596
1003127655,1,1,0,52.0,51.0,52.0,60.18,90.0,47.18,42.854807692
1881638781,0,1,0,29.0,29.0,29.0,44.606896551999995,45.0,43.715517241,43.715517241
1881638781,0,1,0,22.0,22.0,22.0,19.03,25.0,16.954545455,18.684545455
1881638781,0,1,0,1162.0,399.0,1162.0,67.96,76.002581756,43.357977625,50.035387263000004
1881638781,0,1,0,156.0,97.0,156.0,100.14,111.53846154,61.2425,70.309294872
1881638781,0,1,0,17.0,15.0,17.0,129.7,167.35294118,93.8,102.91941176
1881638781,0,1,0,75.0,66.0,75.0,190.71746667,234.0,146.05506667,160.7376
1881638781,0,1,0,473.0,120.0,322.0,68.35,125.0,52.389217759,57.2694926
1881638781,0,1,0,64.0,54.0,64.0,68.38,98.125,52.54,57.67
1881638781,0,1,0,47.0,47.0,47.0,24.54,26.0,24.05,25.32
1881638781,0,1,0,35.0,32.0,35.0,50.05,80.0,38.46,42.77
1114964442,1,1,35,20.0,20.0,20.0,486.539,1355.0,373.8195,422.5825
1114964442,1,1,35,42.0,29.0,42.0,495.65,2297.4047619000007,350.45761905,446.26714286
1114964442,1,1,35,41.0,32.0,41.0,378.45975610000005,2166.5853659000004,285.99780488,341.23292683
1114964442,1,1,35,23.0,20.0,23.0,185.65,1253.0,142.64,168.68
1114964442,1,1,35,91.0,68.0,91.0,893.35846154,4399.0,683.12285714,793.23131868
1114964442,1,1,35,16.0,14.0,16.0,972.69,5416.0,747.34,885.89
1114964442,1,1,35,26.0,22.0,26.0,3515.0246154,13431.730769,2700.6626923,3236.9269231
1114964442,1,1,35,19.0,19.0,19.0,8612.0915789,28695.0,6616.850526300002,7988.6847368
1114964442,1,1,35,93.0,63.0,93.0,12549.019892,36230.0,9641.6677419,11624.746344
1114964442,1,1,35,30.0,28.0,30.0,5999.7469999999985,26523.0,4609.722,5557.616999999998
1114964442,1,1,35,26.0,20.0,26.0,8773.81,32387.0,6741.0869231000015,8137.1438462
1114964442,1,1,35,69.0,49.0,67.0,4054.643913,11162.0,3084.692029,3699.3030435
1114964442,1,1,35,16.0,15.0,16.0,463.103125,1994.0,355.808125,409.55
1114964442,1,1,35,82.0,59.0,82.0,144.27,689.0,110.85,125.59792683
1114964442,1,1,35,106.0,88.0,106.0,165.68481132,765.0,127.02056604,144.44537736
1114964442,1,1,35,19.0,19.0,19.0,102.73210526,340.0,78.93473684199999,89.75
1114964442,1,1,35,60.0,46.0,58.0,28.39,77.0,21.81,24.986166667
1114964442,1,1,35,17.0,17.0,17.0,306.04,860.0,235.13,278.55
1114964442,1,1,35,628.0,618.0,628.0,431.08727707,893.88535032,323.85675159,381.64955414
1114964442,1,1,35,643.0,633.0,643.0,61.373390358,250.0,46.598584759,52.438304821
1114964442,1,1,35,104.0,98.0,104.0,50.47701923100001,159.0,35.198076923,38.547211538
1114964442,1,1,35,19.0,19.0,19.0,72.09526315800001,210.0,52.54,56.82947368399999
